Date,Event Type,Asset,Message,SMP,Price Spike (>$200),Max SMP After Event,Max SMP Growth from Event,Max SMP Date,Max SMP Minutes from Event,Min SMP After Event,Min SMP Reduction from Event,Min SMP Date,Min SMP Minutes from Event,Avg SMP before Event,Avg SMP After Event,Total AB Demand (MW),AB Total Intertie Trade (MW),AB - BC Intertie (MW),AB - MT Intertie (MW),AB - SK Intertie (MW)
2018-10-11 11:22:00,online,line 1,Sheerness 1 on line,215.01,YES,215.01,0.0,2018-10-11 11:22:00,0.0,51.82,75.89879540486488,2018-10-11 14:00:00,158.0,228.93888888888986,99.83977777777741,10025.0,-777.0,-596.0,-237.0,57.0
2018-10-12 19:27:00,offline,other,Calgary Energy Centre Off Line,33.25,NO,33.26,0.030075187969913486,2018-10-12 22:07:00,160.0,33.25,0.0,2018-10-12 19:27:00,0.0,32.625,33.251111111111136,10215.0,-182.0,-132.0,-172.0,121.0
2018-10-13 10:37:00,offline,Sundance 6,Sundance 6 off line.,98.59,NO,100.0,1.4301653311694862,2018-10-13 10:38:00,1.0,50.24,49.04148493762045,2018-10-13 13:07:00,150.0,69.69144444444451,71.91566666666675,10079.0,-24.0,-133.0,-35.0,146.0
2018-10-13 11:02:00,online,Sundance 6,Sundance 6 online.,100.0,NO,100.0,0.0,2018-10-13 11:02:00,0.0,50.24,49.75999999999999,2018-10-13 13:07:00,125.0,76.44161111111117,65.01238888888881,10058.0,-34.0,-153.0,-29.0,145.0
2018-10-13 19:02:00,offline,Keephills 2,Keephills 2 off line.,893.04,YES,893.04,0.0,2018-10-13 19:02:00,0.0,98.59,88.96018095494043,2018-10-13 21:46:00,164.0,72.6757222222222,134.46377777777786,10067.0,-183.0,-249.0,-85.0,147.0
2018-10-14 00:32:00,online,other,Calgary Energy Center online.,71.22,NO,71.22,0.0,2018-10-14 00:32:00,0.0,60.0,15.75400168491996,2018-10-14 03:20:00,168.0,89.52350000000001,66.65277777777791,9293.0,-135.0,-232.0,-48.0,147.0
2018-10-14 00:56:00,offline,other,Calgary Energy Center offline.,71.22,NO,71.22,0.0,2018-10-14 00:56:00,0.0,60.0,15.75400168491996,2018-10-14 03:20:00,144.0,85.86716666666663,65.15677777777775,9293.0,-135.0,-232.0,-48.0,147.0
2018-10-14 14:00:00,online,Battle 3,Battle River 3 online.,51.18,NO,51.18,0.0,2018-10-14 14:00:00,0.0,34.4,32.786244626807346,2018-10-14 14:43:00,43.0,51.18000000000013,39.84533333333321,9782.0,-193.0,-277.0,-61.0,147.0
2018-10-16 09:00:00,maintenance,AESO,The AESO is doing planned system maintenance today at 10:10am MDT for approximately 20 minutes. ADaMS will be unavailable for the duration of the outage. System Controllers will dispatch via phone. Updates to AESO Reports may be delayed.,89.75,YES,240.01,167.4206128133705,2018-10-16 11:00:00,120.0,89.75,0.0,2018-10-16 09:00:00,0.0,129.89166666666662,185.8283888888891,10030.0,-578.0,-487.0,-167.0,75.0
2018-10-17 02:12:00,offline,other,Calgary Energy Center off line.,33.26,NO,41.06,23.451593505712577,2018-10-17 02:49:00,37.0,33.26,0.0,2018-10-17 02:12:00,0.0,36.97988888888899,35.3515000000001,8735.0,-85.0,6.0,-90.0,0.0
2018-10-17 02:58:00,online,other,Calgary Energy Center on line.,41.06,NO,46.69,13.711641500243532,2018-10-17 05:40:00,162.0,33.26,18.996590355577215,2018-10-17 03:40:00,42.0,35.60744444444461,36.411555555555644,8735.0,-85.0,6.0,-90.0,0.0
2018-10-17 10:43:00,offline,Battle 5,Battle River 5 off line.,941.18,YES,941.18,0.0,2018-10-17 10:43:00,0.0,115.1,87.77067085998428,2018-10-17 12:16:00,93.0,261.88255555555565,738.687111111112,9826.0,-570.0,-320.0,-247.0,-3.0
2018-10-17 16:56:00,online,Keephills 2,Keephills 2 on line.,901.14,YES,901.14,0.0,2018-10-17 16:56:00,0.0,27.19,96.98271078855672,2018-10-17 18:08:00,72.0,693.7458888888887,131.10888888888815,9781.0,-740.0,-514.0,-202.0,-23.0
2018-10-17 17:27:00,offline,Keephills 2,Keephills 2 off line.,481.37,YES,481.37,0.0,2018-10-17 17:27:00,0.0,27.19,94.35153831771818,2018-10-17 18:08:00,41.0,666.5757222222213,44.57988888888897,9699.0,-671.0,-460.0,-193.0,-20.0
2018-10-17 20:19:00,online,Keephills 2,Keephills 2 on line.,33.25,NO,33.26,0.030075187969913486,2018-10-17 21:00:00,41.0,31.75,4.511278195488721,2018-10-17 20:24:00,5.0,64.52133333333326,32.568111111111115,10006.0,-679.0,-618.0,-59.0,-2.0
2018-10-18 02:49:00,online,Battle 3,Battle River #3 on line.,31.74,NO,31.74,0.0,2018-10-18 02:49:00,0.0,30.49,3.938248267170763,2018-10-18 04:53:00,124.0,31.744111111111064,31.566388888888753,8668.0,-53.0,41.0,-116.0,24.0
2018-10-20 04:45:00,online,Battle 5,Battle River #5 on line.,31.75,NO,31.75,0.0,2018-10-20 04:45:00,0.0,31.74,0.03149606299213126,2018-10-20 05:44:00,59.0,32.87772222222222,31.745444444444356,8946.0,114.0,107.0,8.0,0.0
2018-10-20 10:37:00,offline,Battle 3,Battle River #3 off line.,33.26,NO,44.76,34.576067348165964,2018-10-20 13:34:00,177.0,33.26,0.0,2018-10-20 10:37:00,0.0,32.46427777777781,33.473611111111246,9858.0,167.0,187.0,9.0,-31.0
2018-10-23 13:40:00,online,Genesee 3,Genesee 3 online,84.12,NO,84.12,0.0,2018-10-23 13:40:00,0.0,60.0,28.673323823109843,2018-10-23 15:45:00,125.0,76.73727777777782,74.6080000000001,10137.0,-259.0,-160.0,-49.0,-51.0
2018-10-23 22:18:00,offline,Genesee 3,Genesee 3 off line.,50.85,NO,50.98,0.255653883972462,2018-10-23 23:00:00,42.0,33.25,34.61160275319568,2018-10-24 00:25:00,127.0,53.095777777777684,37.456222222222294,9668.0,-126.0,-7.0,-11.0,-102.0
2018-10-25 01:40:00,online,Genesee 3,Genesee 3 on line,33.25,NO,33.26,0.030075187969913486,2018-10-25 04:29:00,169.0,31.75,4.511278195488721,2018-10-25 02:29:00,49.0,33.25172222222222,32.458944444444455,8998.0,297.0,302.0,-3.0,0.0
2018-10-26 23:43:00,offline,Sundance 6,Sundance 6 offline.,31.74,NO,31.75,0.0315059861373701,2018-10-27 02:00:00,137.0,27.19,14.335223692501565,2018-10-27 00:31:00,48.0,30.31288888888882,30.875888888888827,9325.0,426.0,461.0,-32.0,0.0
2018-11-01 09:36:00,maintenance,AESO,The AESO is doing maintenance today at 10am for approx 30 min. ADaMS unavailable and System Controllers will dispatch via phone. ETS access may be lost for 2-3 minutes. ETS submissions  restatements and reports may be delayed.,58.55,NO,128.88,120.11955593509822,2018-11-01 11:21:00,105.0,55.74,4.799316823228006,2018-11-01 12:03:00,147.0,46.87661111111103,70.08588888888882,10408.0,-367.0,-191.0,-180.0,0.0
2018-11-01 14:46:00,maintenance,AESO,The AESO is doing planned maintenance today at 3:00pm for approx 30 min. ADaMS will be unavailable for the duration of the outage and System Controllers will dispatch via phone. No impact to ETS or reports.,100.0,YES,754.77,654.77,2018-11-01 16:07:00,81.0,100.0,0.0,2018-11-01 14:46:00,0.0,78.41055555555555,343.351277777777,10279.0,-485.0,-290.0,-160.0,-38.0
2018-11-01 16:40:00,offline,Keephills 1,Keephills 1 offline,754.77,YES,754.77,0.0,2018-11-01 16:40:00,0.0,64.88,91.40400386872822,2018-11-01 18:07:00,87.0,224.0143888888888,252.46488888888865,10182.0,-667.0,-443.0,-125.0,-97.0
2018-11-04 14:34:00,online,Keephills 1,Keephills 1 on line.,27.19,NO,48.31,77.6756160353071,2018-11-04 17:24:00,170.0,27.19,0.0,2018-11-04 14:34:00,0.0,32.116666666666575,31.887888888888924,10168.0,-363.0,-118.0,-243.0,0.0
2018-11-05 01:02:00,online,Sundance 6,Sundance 6 on line.,31.74,NO,31.74,0.0,2018-11-05 01:02:00,0.0,31.74,0.0,2018-11-05 01:02:00,0.0,31.054999999999943,31.739999999999863,9393.0,-266.0,-99.0,-170.0,0.0
2018-11-05 02:01:00,online,Battle 3,Battle River 3 on line.,31.74,NO,31.74,0.0,2018-11-05 02:01:00,0.0,31.74,0.0,2018-11-05 02:01:00,0.0,30.80361111111099,31.739999999999863,9336.0,-282.0,-169.0,-115.0,0.0
2018-11-05 10:07:00,maintenance,AESO,The AESO is doing planned system maintenance today at 10:10 MST for approximately 30 minutes. ADaMS will be unavailable for the duration of the outage and System Controllers will dispatch via phone. No impact to ETS or reports.,96.84,YES,416.0,329.57455596860797,2018-11-05 11:11:00,64.0,77.77,19.692275919041723,2018-11-05 12:17:00,130.0,46.86733333333332,202.15299999999928,10720.0,-545.0,-292.0,-216.0,-41.0
2018-11-05 10:43:00,offline,Keephills 1,Keephills 1 Offline.,107.06,YES,416.0,288.56715860265274,2018-11-05 11:11:00,28.0,77.77,27.35849056603774,2018-11-05 12:17:00,94.0,60.10561111111118,201.3163333333338,10720.0,-545.0,-292.0,-216.0,-41.0
2018-11-05 11:16:00,maintenance,AESO,The AESO is doing planned system maintenance today at 11:10 MST for approximately 30 minutes. ADaMS will be unavailable for the duration of the outage and System Controllers will dispatch via phone. No impact to ETS or reports.,416.0,YES,416.0,0.0,2018-11-05 11:16:00,0.0,77.77,81.30528846153847,2018-11-05 12:17:00,61.0,96.37327777777772,193.4601666666665,10569.0,-542.0,-276.0,-224.0,-42.0
2018-11-05 15:09:00,maintenance,AESO,The AESO is doing planned system maintenance today at 15:10 MST for approximately 10 minutes. ADaMS will be unavailable for the duration of the outage and System Controllers will dispatch via phone. No impact to ETS or reports.,97.41,YES,389.98,300.3490401396161,2018-11-05 17:21:00,132.0,97.41,0.0,2018-11-05 15:09:00,0.0,112.90888888888878,211.07866666666678,10689.0,-670.0,-407.0,-160.0,-102.0
2018-11-07 23:41:00,offline,Genesee 2,Genesee # 2 offline.,89.38,NO,89.38,0.0,2018-11-07 23:41:00,0.0,58.35,34.71693891250839,2018-11-08 00:53:00,72.0,77.80122222222204,66.6144444444445,9940.0,-269.0,-34.0,-208.0,-26.0
2018-11-08 08:39:00,offline,Battle 4,Battle River 4 offline,95.0,NO,128.88,35.66315789473684,2018-11-08 10:29:00,110.0,89.97,5.294736842105263,2018-11-08 11:36:00,177.0,89.59999999999981,99.61883333333328,10789.0,-1011.0,-723.0,-184.0,-101.0
2018-11-08 11:31:00,online,Battle 4,Battle River 4 online,100.0,NO,100.0,0.0,2018-11-08 11:31:00,0.0,58.14,41.86,2018-11-08 12:53:00,82.0,99.56377777777772,79.29350000000011,10677.0,-1016.0,-667.0,-249.0,-101.0
2018-11-09 08:55:00,offline,Shepard Energy Centre,Shepard off line.,60.0,YES,647.1,978.5,2018-11-09 09:21:00,26.0,60.0,0.0,2018-11-09 08:55:00,0.0,61.488000000000085,326.0597777777774,10691.0,-462.0,-258.0,-155.0,-50.0
2018-11-09 12:27:00,online,Keephills 1,Keephills 1 on line.,49.76,NO,50.38,1.2459807073954998,2018-11-09 15:12:00,165.0,33.25,33.17926045016076,2018-11-09 14:15:00,108.0,297.3881111111113,38.86694444444451,10578.0,-833.0,-574.0,-244.0,-28.0
2018-11-09 14:14:00,online,Genesee 2,Genesee # 2 on line.,33.26,NO,50.38,51.47324113048708,2018-11-09 15:12:00,58.0,33.25,0.030066145520135645,2018-11-09 14:15:00,1.0,75.08794444444449,40.02366666666661,10681.0,-883.0,-696.0,-156.0,-31.0
2018-11-09 15:00:00,online,Shepard Energy Centre,Shepard on line.,48.48,NO,50.38,3.9191419141914263,2018-11-09 15:12:00,12.0,33.26,31.394389438943893,2018-11-09 16:00:00,60.0,37.63461111111121,40.98327777777774,10657.0,-422.0,-358.0,-61.0,0.0
2018-11-09 23:38:00,offline,Keephills 1,Keephills 1 offline.,47.81,NO,57.21,19.661158753398865,2018-11-10 01:58:00,140.0,39.17,18.071533152060237,2018-11-10 00:55:00,77.0,47.68577777777782,48.07677777777773,9809.0,209.0,198.0,-138.0,147.0
2018-11-10 01:54:00,offline,Keephills 2,Keephills 2 offline.,54.36,NO,57.21,5.242825607064017,2018-11-10 01:58:00,4.0,51.48,5.298013245033117,2018-11-10 02:13:00,19.0,46.989277777777716,53.92583333333324,9463.0,205.0,185.0,-129.0,147.0
2018-11-11 11:39:00,online,Keephills 1,Keephills 1 on line.,72.65,NO,91.49,25.932553337921526,2018-11-11 14:37:00,178.0,70.74,2.6290433585684947,2018-11-11 13:33:00,114.0,77.49794444444424,79.68094444444438,10137.0,-328.0,-192.0,-132.0,0.0
2018-11-13 02:49:00,online,Keephills 2,Keephills 2 online,39.17,NO,39.17,0.0,2018-11-13 02:49:00,0.0,33.18,15.292315547612978,2018-11-13 05:00:00,131.0,40.028888888888915,34.07444444444452,9406.0,498.0,599.0,-245.0,145.0
2018-11-15 09:32:00,maintenance,Submissions 15,The AESO is doing planned system maintenance today at 10:10 pm MST. Users may lose ETS access  but will be able to log back in immediately. Submissions and restatements will be delayed for approximately 15 minutes.,56.9,YES,228.88,302.24956063268894,2018-11-15 10:43:00,71.0,33.25,41.56414762741652,2018-11-15 12:08:00,156.0,47.03227777777772,108.87061111111082,10596.0,369.0,380.0,-12.0,0.0
2018-11-15 10:22:00,offline,other,MacKay River offline,94.22,YES,228.88,142.92082360433028,2018-11-15 10:43:00,21.0,33.25,64.71025260029717,2018-11-15 12:08:00,106.0,59.701611111111056,94.12855555555544,10606.0,368.0,358.0,10.0,0.0
2018-11-15 11:36:00,online,other,MacKay River online,60.0,NO,60.0,0.0,2018-11-15 11:36:00,0.0,33.25,44.58333333333333,2018-11-15 12:08:00,32.0,111.94694444444441,35.75133333333342,10496.0,375.0,347.0,23.0,0.0
2018-11-16 03:04:00,online,Battle 3,Battle River 3 online,31.75,NO,33.25,4.724409448818889,2018-11-16 05:12:00,128.0,31.11,2.0157480314960674,2018-11-16 03:46:00,42.0,32.84333333333333,32.130722222222204,9558.0,321.0,394.0,-125.0,51.0
2018-11-16 13:09:00,offline,offline 1,Sheerness 1 offline,90.18,NO,90.18,0.0,2018-11-16 13:09:00,0.0,49.21,45.431359503215795,2018-11-16 14:05:00,56.0,70.16150000000015,66.72683333333308,10846.0,-204.0,-106.0,-94.0,-3.0
2018-11-17 01:52:00,offline,Battle 3,Battle River 3 offline,51.02,NO,51.02,0.0,2018-11-17 01:52:00,0.0,40.0,21.599372794982365,2018-11-17 03:15:00,83.0,98.81011111111103,45.207777777777835,9859.0,-22.0,-53.0,-67.0,94.0
2018-11-19 05:03:00,online,online 1,Sheerness 1 online,47.85,NO,129.07,169.73876698014627,2018-11-19 07:28:00,145.0,42.15,11.91222570532916,2018-11-19 06:00:00,57.0,43.293277777777895,67.59783333333324,9628.0,253.0,94.0,13.0,147.0
2018-11-19 09:32:00,maintenance,Submissions 5,The AESO is doing planned system maintenance today at 10:10 am MST. Users may lose ETS access  but will be able to log back in immediately. Submissions and restatements will be delayed for approximately 5 minutes.,53.1,NO,93.25,75.6120527306968,2018-11-19 11:03:00,91.0,50.17,5.517890772128064,2018-11-19 09:46:00,14.0,70.89216666666657,58.296333333333465,10661.0,173.0,45.0,-14.0,147.0
2018-11-19 13:31:00,maintenance,Submissions 5,The AESO is doing planned system maintenance today at 14:10 am MST. Users may lose ETS access  but will be able to log back in immediately. Submissions and restatements will be delayed for approximately 5 minutes.,47.83,NO,50.12,4.787790089901733,2018-11-19 14:31:00,60.0,33.26,30.46205310474598,2018-11-19 16:10:00,159.0,58.18761111111125,44.75916666666671,10611.0,310.0,189.0,-23.0,147.0
2018-11-20 08:41:00,offline,line 2,Sheerness 2 off line.,51.16,NO,73.25,43.17826426896014,2018-11-20 09:38:00,57.0,50.0,2.2673964034401806,2018-11-20 09:00:00,19.0,44.55316666666659,58.04877777777765,10560.0,545.0,406.0,-8.0,147.0
2018-11-21 11:43:00,online,online 2,Sheerness 2 online.,50.0,NO,54.85,9.699999999999998,2018-11-21 12:50:00,67.0,48.05,3.9000000000000035,2018-11-21 14:38:00,175.0,46.17672222222226,50.85766666666666,10515.0,439.0,276.0,16.0,147.0
2018-11-22 22:02:00,offline,line 2,Sheerness 2 off line.,33.26,NO,55.13,65.75466025255562,2018-11-23 00:09:00,127.0,33.23,0.09019843656044024,2018-11-22 22:04:00,2.0,44.34699999999998,40.6823333333334,9891.0,267.0,270.0,-5.0,0.0
2018-11-23 19:35:00,offline,HR Milner,HR Milner off line.,95.0,NO,196.81,107.16842105263157,2018-11-23 21:16:00,101.0,78.96,16.8842105263158,2018-11-23 22:31:00,176.0,90.04338888888887,115.54922222222208,10668.0,-260.0,-223.0,-40.0,0.0
2018-11-23 20:03:00,online,other,Calgary Energy Center on line.,91.39,NO,196.81,115.35178903599959,2018-11-23 21:16:00,73.0,62.5,31.611773717036872,2018-11-23 22:48:00,165.0,90.84599999999999,111.70577777777756,10526.0,-115.0,-76.0,-40.0,0.0
2018-11-23 21:40:00,offline,Sundance 4,Sundance 4 offline.,196.81,NO,196.81,0.0,2018-11-23 21:40:00,0.0,57.47,70.79924800569077,2018-11-24 00:10:00,150.0,105.35405555555579,87.11477777777769,10323.0,-97.0,-29.0,-65.0,0.0
2018-11-24 15:28:00,online,line 2,Sheerness 2 On line,80.27,NO,80.27,0.0,2018-11-24 15:28:00,0.0,33.26,58.564843652672224,2018-11-24 17:51:00,143.0,79.05283333333344,61.02316666666669,10349.0,-262.0,7.0,-174.0,-95.0
2018-11-24 21:12:00,offline,line 2,Sheerness 2 off line.,33.26,NO,189.32,469.21226698737223,2018-11-24 23:04:00,112.0,33.26,0.0,2018-11-24 21:12:00,0.0,33.25566666666681,82.25538888888883,10244.0,281.0,285.0,-4.0,0.0
2018-11-25 01:55:00,online,line 2,Sheerness 2 On line,33.26,NO,33.26,0.0,2018-11-25 01:55:00,0.0,31.75,4.539987973541781,2018-11-25 02:43:00,48.0,66.45911111111127,33.06705555555568,9406.0,275.0,286.0,-10.0,0.0
2018-11-25 10:33:00,online,Sundance 4,Sundance 4 online.,48.88,NO,59.13,20.96972176759411,2018-11-25 11:00:00,27.0,48.88,0.0,2018-11-25 10:33:00,0.0,53.32422222222225,54.36955555555566,10107.0,274.0,313.0,3.0,-41.0
2018-11-27 07:02:00,offline,line 2,Sheerness 2 off line.,33.26,NO,60.67,82.4113048707156,2018-11-27 08:09:00,67.0,33.26,0.0,2018-11-27 07:02:00,0.0,45.28327777777773,45.73422222222229,10370.0,311.0,331.0,-18.0,0.0
2018-11-27 16:00:00,online,Line 2,Sheerness 2 On Line.,48.45,NO,80.08,65.28379772961814,2018-11-27 17:00:00,60.0,33.26,31.351909184726534,2018-11-27 17:10:00,70.0,43.23644444444428,43.325833333333314,10694.0,153.0,258.0,-109.0,0.0
2018-11-29 09:36:00,maintenance,Submissions 20,The AESO is doing planned system maintenance today at 10:10 am MST. Submissions and restatements will be delayed for approximately 20 minutes.,82.25,NO,82.25,0.0,2018-11-29 09:36:00,0.0,79.16,3.756838905775084,2018-11-29 12:12:00,156.0,70.81855555555568,81.69466666666668,10469.0,338.0,335.0,6.0,0.0
2018-12-03 02:00:00,online,Battle 3,Battle River 3 on line.,52.33,NO,60.55,15.708006879419067,2018-12-03 03:41:00,101.0,51.62,1.356774316835474,2018-12-03 02:21:00,21.0,68.29205555555534,55.62211111111099,9381.0,452.0,462.0,-12.0,0.0
2018-12-04 09:33:00,maintenance,AESO,The AESO is doing planned maintenance today at 10:10 for approx 20 min. ADaMS unavailable for the duration of the outage. System Controllers will dispatch via phone. ETS access may be lost for 2-3 minutes. ETS submissions and restatements may be delayed.,33.26,NO,33.26,0.0,2018-12-04 09:33:00,0.0,33.26,0.0,2018-12-04 09:33:00,0.0,33.282666666666756,33.26000000000014,10509.0,326.0,338.0,-14.0,2.0
2018-12-06 01:26:00,offline,Battle 3,Battle River 3 off line,47.95,NO,64.45,34.41084462982273,2018-12-06 04:02:00,156.0,47.95,0.0,2018-12-06 01:26:00,0.0,44.408388888888865,51.54033333333336,9562.0,736.0,724.0,12.0,0.0
2018-12-06 06:00:00,online,Battle 3,Battle River 3 on line.,33.86,NO,80.08,136.50324867099823,2018-12-06 08:02:00,122.0,33.86,0.0,2018-12-06 06:00:00,0.0,53.7993333333333,59.09205555555544,10173.0,384.0,381.0,4.0,0.0
2018-12-06 22:07:00,offline,Battle 3,Battle River 3 off line,55.23,NO,87.89,59.134528336049264,2018-12-06 22:56:00,49.0,33.26,39.779105558573235,2018-12-07 00:20:00,133.0,54.72105555555551,48.40977777777769,10490.0,509.0,438.0,73.0,0.0
2018-12-07 18:07:00,offline,Sundance 6,Sundance 6 off line.,47.05,NO,90.41,92.15727948990435,2018-12-07 20:00:00,113.0,33.72,28.331562167906476,2018-12-07 18:24:00,17.0,46.685722222222296,62.52038888888877,11037.0,394.0,392.0,0.0,0.0
2018-12-08 15:06:00,online,Sundance 6,Sundance 6 online.,33.25,NO,55.32,66.37593984962406,2018-12-08 16:53:00,107.0,33.25,0.0,2018-12-08 15:06:00,0.0,33.2515,42.71944444444437,10493.0,561.0,555.0,5.0,0.0
2018-12-09 09:59:00,maintenance,Submissions 20,The AESO is doing planned system maintenance today at 10:10 am MST. Submissions and restatements will be delayed for approximately 20 minutes.,33.25,NO,33.26,0.030075187969913486,2018-12-09 12:51:00,172.0,33.23,0.06015037593986028,2018-12-09 11:05:00,66.0,32.65111111111109,33.247666666666674,10170.0,814.0,820.0,-6.0,0.0
2018-12-09 10:23:00,maintenance,Submissions 20,The AESO planned system maintenance is delayed until today at 11:10 am MST. Submissions and restatements will be delayed for approximately 20 minutes.,33.25,NO,33.26,0.030075187969913486,2018-12-09 12:51:00,148.0,33.23,0.06015037593986028,2018-12-09 11:05:00,42.0,32.848222222222226,33.24900000000004,10229.0,712.0,712.0,0.0,0.0
2018-12-09 11:01:00,maintenance,AESO,The AESO planned system maintenance has been canceled for today.,33.25,NO,33.71,1.3834586466165533,2018-12-09 13:25:00,144.0,33.23,0.06015037593986028,2018-12-09 11:05:00,4.0,33.16955555555559,33.29611111111118,10218.0,568.0,572.0,-4.0,0.0
2018-12-10 09:36:00,maintenance,AESO,The AESO is doing planned system maintenance today at 10:10 am MST for approximately 20 minutes. ETS will be unavailable for the duration of the outage. Submissions and restatements will be delayed during this maintenance.,34.66,NO,51.48,48.52856318522794,2018-12-10 11:12:00,96.0,33.25,4.06809001731101,2018-12-10 09:53:00,17.0,34.341499999999925,37.36866666666665,10581.0,721.0,714.0,7.0,0.0
2018-12-10 10:51:00,maintenance,other,Planned maintenance is now complete and ETS is available.,34.66,NO,51.48,48.52856318522794,2018-12-10 11:12:00,21.0,33.25,4.06809001731101,2018-12-10 12:39:00,108.0,34.86877777777774,37.06333333333339,10588.0,740.0,740.0,-1.0,0.0
2018-12-11 00:27:00,offline,Sundance 6,Sundance 6 offline.,31.75,NO,33.26,4.7559055118110205,2018-12-11 01:09:00,42.0,31.74,0.03149606299213126,2018-12-11 02:02:00,95.0,32.80599999999997,32.88455555555556,9461.0,816.0,850.0,-36.0,0.0
2018-12-11 14:32:00,maintenance,AESO,The AESO is doing planned maintenance today at 4:30pm MST for approx 2 hours. OR restatements and substitutions in ETS will be unavailable during the outage. No impact to ADaMS  energy submissions/restatements or reports in ETS.,48.5,NO,52.35,7.938144329896901,2018-12-11 16:30:00,118.0,47.61,1.8350515463917527,2018-12-11 17:08:00,156.0,44.26527777777786,49.471833333333414,10523.0,428.0,558.0,-80.0,-51.0
2018-12-11 21:16:00,offline,HR Milner,HR Milner Offline,49.96,NO,66.31,32.72618094475581,2018-12-11 22:02:00,46.0,33.25,33.44675740592474,2018-12-11 22:26:00,70.0,48.28138888888894,42.30200000000003,10447.0,625.0,758.0,-83.0,-51.0
2018-12-12 09:45:00,maintenance,AESO,The AESO is doing planned system maintenance today at 10:10 for approximately 20 minutes. ETS will be unavailable for the duration of the outage. Submissions and restatements will be delayed during this maintenance.,70.86,NO,76.3,7.677109793959924,2018-12-12 10:05:00,20.0,33.25,53.076488851256,2018-12-12 12:24:00,159.0,54.91811111111118,52.074555555555506,10440.0,176.0,229.0,-2.0,-51.0
2018-12-12 11:30:00,offline,Path 83,Path 83 out of service.,43.99,NO,43.99,0.0,2018-12-12 11:30:00,0.0,33.25,24.414639690838836,2018-12-12 12:24:00,54.0,63.404555555555596,35.379388888888904,10456.0,215.0,294.0,-28.0,-51.0
2018-12-12 11:53:00,online,Path 83,Path 83 In service.,38.85,NO,38.85,0.0,2018-12-12 11:53:00,0.0,33.25,14.414414414414424,2018-12-12 12:24:00,31.0,61.9058333333333,34.17966666666672,10456.0,215.0,294.0,-28.0,-51.0
2018-12-13 10:06:00,maintenance,AESO,The AESO is doing planned maintenance today at 10:10 for approx 20 min. ADaMS unavailable for the duration of the outage. System Controllers will dispatch via phone. ETS access may be lost for 2-3 minutes. ETS submissions and restatements may be delayed.,72.39,NO,72.39,0.0,2018-12-13 10:06:00,0.0,42.99,40.613344384583506,2018-12-13 12:16:00,130.0,53.33894444444432,55.62622222222217,10478.0,153.0,304.0,-75.0,-76.0
2018-12-16 19:59:00,online,Sundance 6,Sundance 6 on line.,33.25,NO,39.15,17.74436090225564,2018-12-16 20:09:00,10.0,33.25,0.0,2018-12-16 19:59:00,0.0,33.428333333333335,35.15394444444452,10817.0,320.0,303.0,16.0,0.0
2018-12-17 09:17:00,offline,Path 2,Path 2 out of service,33.25,NO,33.25,0.0,2018-12-17 09:17:00,0.0,32.99,0.7819548872180393,2018-12-17 10:00:00,43.0,30.76744444444444,33.21966666666666,10745.0,357.0,454.0,-97.0,0.0
2018-12-17 10:01:00,other,Path 2,Path 2 returned to service,32.99,NO,33.25,0.7881176113973876,2018-12-17 10:16:00,15.0,32.99,0.0,2018-12-17 10:01:00,0.0,32.197388888888895,33.16477777777773,10769.0,264.0,363.0,-99.0,0.0
2018-12-18 00:49:00,offline,Sundance 4,Sundance 4 offline.,33.25,NO,33.25,0.0,2018-12-18 00:49:00,0.0,27.19,18.225563909774433,2018-12-18 02:07:00,78.0,32.58888888888892,30.449722222222054,9509.0,882.0,939.0,-62.0,0.0
2018-12-20 20:27:00,offline,Sundance 6,Sundance unit #6 offline.,32.81,NO,50.0,52.392563242913724,2018-12-20 22:16:00,109.0,32.81,0.0,2018-12-20 20:27:00,0.0,32.163611111111095,38.02294444444445,10682.0,128.0,131.0,-4.0,0.0
2018-12-21 21:49:00,offline,Keephills 2,Keephills 2 offline,43.26,NO,59.4,37.30929264909848,2018-12-21 22:03:00,14.0,41.02,5.1779935275080735,2018-12-21 23:35:00,106.0,36.6827222222223,47.64316666666671,10669.0,210.0,222.0,-12.0,0.0
2018-12-22 03:41:00,online,Sundance 4,Sundance 4 online.,38.66,NO,40.89,5.7682359027418695,2018-12-22 05:33:00,112.0,35.53,8.096223486808062,2018-12-22 06:32:00,171.0,40.09211111111116,38.99905555555556,9519.0,625.0,617.0,8.0,0.0
2018-12-24 05:35:00,online,Keephills 2,Keephills 2 on line,47.49,NO,98.21,106.80143188039585,2018-12-24 06:03:00,28.0,40.89,13.897662665824384,2018-12-24 07:04:00,89.0,48.03388888888888,61.95600000000006,9916.0,140.0,208.0,9.0,-76.0
2018-12-25 03:03:00,online,Sundance 6,Sundance 6 on line.,33.25,NO,33.25,0.0,2018-12-25 03:03:00,0.0,33.25,0.0,2018-12-25 03:03:00,0.0,36.09016666666664,33.25,9567.0,277.0,283.0,-6.0,0.0
2018-12-25 21:50:00,offline,Keephills 1,Keephills 1 offline,48.21,NO,49.01,1.6594067620825603,2018-12-25 22:10:00,20.0,35.93,25.471893797967226,2018-12-26 00:17:00,147.0,35.45111111111115,44.901166666666626,10217.0,-26.0,57.0,-2.0,-75.0
